Date,TransactionID,Product,Revenue,Expenses
2024-03-31,TX1323,CRM Enterprise Suite,3416.15,1916.17
2024-03-31,TX1323,Support Premium SLA,1133.47,763.14
2024-04-01,TX1324,Elastic VPS Compute Instance,806.99,529.33
2024-04-01,TX1325,BI Analytics Platform,3171.49,1783.02
2024-04-01,TX1326,Consulting Implementation Package,6234.41,3508.26
2024-04-01,TX1327,Security Firewall Shield,2502.27,1746.57
2024-04-01,TX1328,Support Premium SLA,1459.24,884.5
2024-04-02,TX1329,Serverless GPU Cluster,2563.09,1552.2
2024-04-02,TX1329,Security Firewall Shield,1349.12,906.5
2024-04-02,TX1330,Consulting Implementation Package,3578.99,2476.97
2024-04-02,TX1331,Security Firewall Shield,1318.19,919.97
2024-04-02,TX1332,Elastic VPS Compute Instance,471.19,312.4
2024-04-02,TX1332,Managed Database Storage,307.69,186.6
2024-04-02,TX1333,Elastic VPS Compute Instance,451.99,254.26
2024-04-02,TX1333,Managed Database Storage,318.52,212.32
2024-04-03,TX1334,Security Firewall Shield,7221.89,4576.95
2024-04-03,TX1335,AI Marketing Agent,5791.15,3553.64
2024-04-04,TX1336,BI Analytics Platform,4185.89,2871.32
2024-04-04,TX1336,AI Marketing Agent,2390.09,1354.42
2024-04-04,TX1337,CRM Enterprise Suite,5469.97,3412.68
2024-04-04,TX1337,Support Premium SLA,1650.04,910.33
2024-04-04,TX1338,AI Marketing Agent,2285.54,1417.72
2024-04-05,TX1339,CRM Enterprise Suite,8558.97,4779.72
2024-04-05,TX1339,Support Premium SLA,2741.21,1556.52
2024-04-05,TX1340,Managed Database Storage,1212.38,688.18
2024-04-06,TX1341,Serverless GPU Cluster,6354.87,4114.03
2024-04-06,TX1342,Serverless GPU Cluster,6341.93,4197.77
2024-04-06,TX1343,Elastic VPS Compute Instance,1068.23,681.0
2024-04-07,TX1344,BI Analytics Platform,3606.99,2504.43
2024-04-07,TX1344,AI Marketing Agent,2248.5,1363.11
2024-04-07,TX1345,Security Firewall Shield,2690.44,1595.05
2024-04-07,TX1346,Support Premium SLA,1541.8,1048.87
2024-04-07,TX1347,BI Analytics Platform,3290.49,1920.13
2024-04-08,TX1348,Serverless GPU Cluster,1701.47,1181.64
2024-04-08,TX1349,Security Firewall Shield,733.06,404.52
2024-04-08,TX1350,CRM Enterprise Suite,1160.56,807.15
2024-04-08,TX1350,Support Premium SLA,449.87,250.34
2024-04-08,TX1350,Consulting Implementation Package,2267.08,1549.94
2024-04-08,TX1351,Serverless GPU Cluster,1453.01,914.17
2024-04-09,TX1352,Security Firewall Shield,5129.02,3584.9
2024-04-09,TX1353,AI Marketing Agent,3879.2,2176.5
2024-04-09,TX1354,Support Premium SLA,2406.82,1523.71
2024-04-09,TX1355,Support Premium SLA,2415.47,1679.71
2024-04-10,TX1356,Consulting Implementation Package,3130.73,1967.55
2024-04-10,TX1357,BI Analytics Platform,1608.05,1036.24
2024-04-10,TX1357,AI Marketing Agent,1099.67,719.58
2024-04-10,TX1358,Security Firewall Shield,1334.45,824.93
2024-04-10,TX1359,AI Marketing Agent,941.86,606.68
2024-04-10,TX1360,BI Analytics Platform,1767.77,1127.21
2024-04-10,TX1360,AI Marketing Agent,1098.17,752.44
2024-04-11,TX1361,BI Analytics Platform,5451.83,3035.67
2024-04-11,TX1361,AI Marketing Agent,3567.41,2112.42
2024-04-11,TX1362,Security Firewall Shield,3771.46,2611.97
2024-04-12,TX1363,Security Firewall Shield,8606.08,5882.6
2024-04-12,TX1364,Support Premium SLA,4580.82,2832.54
2024-04-13,TX1365,Support Premium SLA,723.61,465.3
2024-04-13,TX1366,Serverless GPU Cluster,3114.35,1842.47
2024-04-13,TX1367,Serverless GPU Cluster,3196.58,1848.32
2024-04-13,TX1367,Security Firewall Shield,1432.77,887.68
2024-04-13,TX1368,AI Marketing Agent,1285.64,775.24
2024-04-13,TX1369,BI Analytics Platform,2030.94,1294.82
2024-04-14,TX1370,Elastic VPS Compute Instance,585.92,329.09
2024-04-14,TX1370,Managed Database Storage,371.25,258.45
2024-04-14,TX1371,Serverless GPU Cluster,3116.22,2174.91
2024-04-14,TX1372,Serverless GPU Cluster,3117.87,2041.35
2024-04-14,TX1373,Managed Database Storage,374.29,235.96
2024-04-14,TX1374,CRM Enterprise Suite,2670.73,1592.9
2024-04-14,TX1374,Support Premium SLA,896.56,602.55
2024-04-15,TX1375,BI Analytics Platform,2670.91,1743.33
2024-04-15,TX1375,AI Marketing Agent,1651.12,948.39
2024-04-15,TX1376,Elastic VPS Compute Instance,632.16,434.07
2024-04-15,TX1376,Managed Database Storage,421.1,283.56
2024-04-15,TX1377,BI Analytics Platform,2656.09,1839.26
2024-04-16,TX1378,Elastic VPS Compute Instance,1404.01,925.04
2024-04-16,TX1378,Managed Database Storage,1136.31,729.52
2024-04-16,TX1379,BI Analytics Platform,6011.38,3683.39
2024-04-16,TX1379,AI Marketing Agent,3544.93,2445.68
2024-04-17,TX1380,Serverless GPU Cluster,6500.19,4419.54
2024-04-17,TX1380,Security Firewall Shield,3323.33,1850.37
2024-04-17,TX1381,Managed Database Storage,713.93,395.49
2024-04-18,TX1382,BI Analytics Platform,5975.7,3624.08
2024-04-18,TX1382,AI Marketing Agent,4055.86,2723.85
2024-04-18,TX1383,Managed Database Storage,1149.6,802.53
2024-04-19,TX1384,Support Premium SLA,5059.41,2896.83
2024-04-19,TX1385,Managed Database Storage,2125.51,1358.46
2024-04-19,TX1386,Support Premium SLA,4907.68,2979.62
2024-04-20,TX1387,Elastic VPS Compute Instance,552.79,384.46
2024-04-20,TX1387,Managed Database Storage,372.34,251.82
2024-04-20,TX1388,Serverless GPU Cluster,3250.79,2196.72
2024-04-20,TX1388,Security Firewall Shield,1585.12,983.26
2024-04-20,TX1389,Elastic VPS Compute Instance,595.03,364.29
2024-04-20,TX1389,Managed Database Storage,442.92,261.77
2024-04-20,TX1390,Support Premium SLA,958.38,535.21
2024-04-21,TX1391,Elastic VPS Compute Instance,1354.21,920.47
2024-04-21,TX1391,Managed Database Storage,844.07,567.16
2024-04-21,TX1392,Consulting Implementation Package,9668.09,6767.25
2024-04-22,TX1393,Managed Database Storage,323.86,226.54
2024-04-22,TX1394,Serverless GPU Cluster,2806.19,1777.2
2024-04-22,TX1394,Security Firewall Shield,1182.01,786.45
2024-04-22,TX1395,Serverless GPU Cluster,2681.67,1854.95
2024-04-22,TX1396,BI Analytics Platform,1576.9,1068.27
2024-04-22,TX1396,AI Marketing Agent,1118.47,656.66
2024-04-22,TX1397,BI Analytics Platform,1741.26,1075.37
2024-04-22,TX1397,AI Marketing Agent,1117.0,635.99
2024-04-23,TX1398,BI Analytics Platform,2925.51,2027.69
2024-04-23,TX1398,AI Marketing Agent,1528.35,979.56
2024-04-23,TX1399,BI Analytics Platform,2710.73,1583.87
2024-04-23,TX1400,AI Marketing Agent,1730.6,1126.2
2024-04-24,TX1401,Managed Database Storage,541.48,348.02
2024-04-24,TX1402,Managed Database Storage,519.65,313.73
2024-04-24,TX1403,AI Marketing Agent,1626.11,922.06
2024-04-24,TX1404,Elastic VPS Compute Instance,733.26,477.16
2024-04-24,TX1404,Managed Database Storage,519.03,325.97
2024-04-24,TX1405,Security Firewall Shield,2101.22,1399.09
2024-04-25,TX1406,CRM Enterprise Suite,4582.41,2877.87
2024-04-25,TX1406,Support Premium SLA,1403.18,951.11
2024-04-25,TX1407,Consulting Implementation Package,7676.38,4857.51
2024-04-26,TX1408,Serverless GPU Cluster,3890.96,2467.42
2024-04-26,TX1409,AI Marketing Agent,1570.26,1070.13
2024-04-26,TX1410,Managed Database Storage,456.3,278.58
2024-04-26,TX1411,CRM Enterprise Suite,3123.35,1780.63
2024-04-26,TX1412,AI Marketing Agent,1645.34,912.04
2024-04-27,TX1413,Support Premium SLA,1554.89,1031.31
2024-04-27,TX1414,Serverless GPU Cluster,5652.0,3634.5
2024-04-27,TX1415,Security Firewall Shield,3024.75,1983.06
2024-04-28,TX1416,Serverless GPU Cluster,2669.24,1553.35
2024-04-28,TX1416,Security Firewall Shield,1397.98,797.49
2024-04-28,TX1417,Support Premium SLA,660.99,364.99
2024-04-28,TX1418,Serverless GPU Cluster,2721.99,1640.24
2024-04-28,TX1418,Security Firewall Shield,1251.36,798.98
2024-04-28,TX1419,Elastic VPS Compute Instance,467.48,284.62
2024-04-29,TX1420,Managed Database Storage,551.89,339.76
2024-04-29,TX1421,Security Firewall Shield,1960.68,1344.29
2024-04-29,TX1422,CRM Enterprise Suite,3639.83,2192.05
2024-04-29,TX1423,Managed Database Storage,527.52,330.81
2024-04-29,TX1424,Support Premium SLA,1145.68,764.8
2024-04-30,TX1425,Security Firewall Shield,953.11,580.9
2024-04-30,TX1426,CRM Enterprise Suite,1468.75,944.87
2024-04-30,TX1426,Support Premium SLA,575.53,390.99
2024-04-30,TX1427,Serverless GPU Cluster,2203.03,1525.44
2024-04-30,TX1428,Consulting Implementation Package,2461.95,1408.39
2024-05-01,TX1429,CRM Enterprise Suite,1496.53,1031.09
2024-05-01,TX1429,Support Premium SLA,503.08,313.83
2024-05-01,TX1429,Consulting Implementation Package,2272.35,1337.82
2024-05-01,TX1430,Serverless GPU Cluster,1742.22,1078.21
2024-05-01,TX1430,Security Firewall Shield,919.23,640.71
2024-05-01,TX1431,Consulting Implementation Package,2219.5,1384.73
2024-05-02,TX1432,Security Firewall Shield,993.4,595.36
2024-05-02,TX1433,Consulting Implementation Package,2407.65,1552.96
2024-05-02,TX1434,CRM Enterprise Suite,1422.62,833.69
2024-05-02,TX1434,Support Premium SLA,488.05,273.98
2024-05-02,TX1434,Consulting Implementation Package,2340.07,1332.28
2024-05-02,TX1435,Security Firewall Shield,1002.49,570.62
2024-05-02,TX1436,Elastic VPS Compute Instance,288.98,165.52
2024-05-03,TX1437,Managed Database Storage,706.54,403.31
2024-05-03,TX1438,Serverless GPU Cluster,5697.01,3681.02
2024-05-03,TX1439,Elastic VPS Compute Instance,971.64,560.91
2024-05-03,TX1439,Managed Database Storage,644.02,387.6
2024-05-04,TX1440,BI Analytics Platform,1946.66,1332.52
2024-05-04,TX1440,AI Marketing Agent,1239.08,769.59
2024-05-04,TX1441,AI Marketing Agent,1271.52,826.66
2024-05-04,TX1442,AI Marketing Agent,1245.69,717.33
2024-05-04,TX1443,Managed Database Storage,355.05,205.52
2024-05-04,TX1444,Support Premium SLA,794.41,441.8
2024-05-05,TX1445,BI Analytics Platform,1712.16,985.07
2024-05-05,TX1446,Elastic VPS Compute Instance,445.09,263.4
2024-05-05,TX1446,Managed Database Storage,309.77,178.6
2024-05-05,TX1447,BI Analytics Platform,1875.41,1056.43
2024-05-05,TX1447,AI Marketing Agent,1030.43,585.38
2024-05-05,TX1448,Consulting Implementation Package,3508.29,2172.04
2024-05-06,TX1449,Security Firewall Shield,1361.62,791.03
2024-05-06,TX1450,CRM Enterprise Suite,2313.22,1398.67
2024-05-06,TX1451,Security Firewall Shield,1317.65,824.21
2024-05-06,TX1452,AI Marketing Agent,1210.98,791.45
2024-05-07,TX1453,BI Analytics Platform,1354.09,752.73
2024-05-07,TX1454,Serverless GPU Cluster,2087.13,1398.19
2024-05-07,TX1454,Security Firewall Shield,1133.24,730.02
2024-05-07,TX1455,Elastic VPS Compute Instance,369.21,207.59
2024-05-07,TX1455,Managed Database Storage,230.43,156.93
2024-05-08,TX1456,BI Analytics Platform,1478.33,1017.28
2024-05-08,TX1456,AI Marketing Agent,917.08,512.8
2024-05-08,TX1457,Consulting Implementation Package,3118.69,1844.8
2024-05-09,TX1458,Serverless GPU Cluster,1177.99,790.35
2024-05-09,TX1458,Security Firewall Shield,545.02,360.93
2024-05-09,TX1459,Consulting Implementation Package,1595.0,921.4
2024-05-09,TX1460,Security Firewall Shield,540.08,314.0
2024-05-09,TX1461,BI Analytics Platform,740.02,448.13
2024-05-09,TX1461,AI Marketing Agent,404.74,252.02
2024-05-10,TX1462,BI Analytics Platform,1251.93,804.66
2024-05-10,TX1463,CRM Enterprise Suite,1621.93,981.81
2024-05-10,TX1464,Consulting Implementation Package,2605.79,1613.97
2024-05-10,TX1465,CRM Enterprise Suite,1375.98,911.06
2024-05-10,TX1465,Support Premium SLA,498.79,277.08
2024-05-10,TX1466,BI Analytics Platform,1295.48,761.57
2024-05-10,TX1466,AI Marketing Agent,774.68,508.97
2024-05-11,TX1467,Serverless GPU Cluster,1496.21,1023.83
2024-05-11,TX1467,Security Firewall Shield,738.41,462.8
2024-05-11,TX1468,Serverless GPU Cluster,1545.52,973.39
2024-05-11,TX1468,Security Firewall Shield,718.34,406.63
2024-05-11,TX1469,Security Firewall Shield,670.92,414.03
2024-05-11,TX1470,BI Analytics Platform,957.68,603.24
2024-05-11,TX1470,AI Marketing Agent,527.35,309.22
2024-05-12,TX1471,Support Premium SLA,574.85,339.38
2024-05-12,TX1472,Consulting Implementation Package,2685.65,1629.1
2024-05-12,TX1473,BI Analytics Platform,1309.12,723.96
2024-05-12,TX1473,AI Marketing Agent,865.48,517.83
2024-05-12,TX1474,BI Analytics Platform,1379.98,802.76
2024-05-12,TX1475,Consulting Implementation Package,2847.98,1706.29
2024-05-13,TX1476,BI Analytics Platform,1561.24,886.73
2024-05-13,TX1476,AI Marketing Agent,916.27,626.34
2024-05-13,TX1477,Elastic VPS Compute Instance,394.99,252.41
2024-05-13,TX1477,Managed Database Storage,306.97,200.1
2024-05-13,TX1478,Serverless GPU Cluster,2244.39,1500.1
2024-05-13,TX1478,Security Firewall Shield,1267.85,792.11
2024-05-13,TX1479,Serverless GPU Cluster,2152.71,1212.06
2024-05-14,TX1480,CRM Enterprise Suite,7152.55,4510.15
2024-05-14,TX1481,Security Firewall Shield,4375.14,2791.45
2024-05-15,TX1482,Security Firewall Shield,5869.03,3884.22
2024-05-15,TX1483,Elastic VPS Compute Instance,2116.58,1301.17
2024-05-15,TX1483,Managed Database Storage,1490.69,848.41
2024-05-16,TX1484,Serverless GPU Cluster,2892.47,1713.98
2024-05-16,TX1485,Security Firewall Shield,1487.38,899.07
2024-05-16,TX1486,Support Premium SLA,839.52,543.08
2024-05-16,TX1487,Elastic VPS Compute Instance,482.69,306.81
2024-05-16,TX1487,Managed Database Storage,407.56,245.93
2024-05-16,TX1488,CRM Enterprise Suite,2645.94,1846.81
2024-05-16,TX1488,Support Premium SLA,789.89,506.21
2024-05-17,TX1489,Elastic VPS Compute Instance,465.3,272.47
2024-05-17,TX1489,Managed Database Storage,344.59,194.79
2024-05-17,TX1490,Serverless GPU Cluster,2901.79,1662.52
2024-05-17,TX1491,Security Firewall Shield,1410.48,827.8
2024-05-17,TX1492,Security Firewall Shield,1332.59,765.04
2024-05-17,TX1493,Elastic VPS Compute Instance,410.11,237.04
2024-05-18,TX1494,Support Premium SLA,791.71,469.3
2024-05-18,TX1495,Consulting Implementation Package,3598.04,2072.49
2024-05-19,TX1496,Managed Database Storage,2961.25,2027.02
2024-05-19,TX1497,Support Premium SLA,6256.66,3516.46
2024-05-20,TX1498,Managed Database Storage,2924.29,1838.43
2024-05-20,TX1499,Support Premium SLA,7347.0,4493.13
2024-05-21,TX1500,Elastic VPS Compute Instance,457.79,319.24
2024-05-21,TX1500,Managed Database Storage,285.23,161.67
2024-05-21,TX1501,Security Firewall Shield,1176.86,717.51
2024-05-21,TX1502,Serverless GPU Cluster,2714.19,1887.5
2024-05-21,TX1503,BI Analytics Platform,1465.81,996.5
2024-05-21,TX1503,AI Marketing Agent,1017.26,684.17
2024-05-22,TX1504,Consulting Implementation Package,5788.19,3407.42
2024-05-22,TX1505,Support Premium SLA,1107.49,637.51
2024-05-23,TX1506,CRM Enterprise Suite,6266.01,4074.76
2024-05-23,TX1507,Managed Database Storage,886.34,611.05
2024-05-24,TX1508,Serverless GPU Cluster,1488.89,943.23
2024-05-24,TX1508,Security Firewall Shield,753.4,478.97
2024-05-24,TX1509,Security Firewall Shield,809.97,479.5
2024-05-24,TX1510,Managed Database Storage,175.88,117.03
2024-05-24,TX1511,Serverless GPU Cluster,1727.7,998.71
2024-05-24,TX1511,Security Firewall Shield,788.91,472.2
2024-05-24,TX1512,Security Firewall Shield,798.89,490.37
2024-05-25,TX1513,AI Marketing Agent,2940.28,1841.03
2024-05-25,TX1514,Elastic VPS Compute Instance,1369.44,802.99
2024-05-25,TX1514,Managed Database Storage,992.68,563.07
2024-05-25,TX1515,Security Firewall Shield,4101.97,2631.8
2024-05-25,TX1516,Managed Database Storage,915.45,543.13
2024-05-26,TX1517,BI Analytics Platform,2340.0,1491.01
2024-05-26,TX1517,AI Marketing Agent,1514.57,868.08
2024-05-26,TX1518,Elastic VPS Compute Instance,588.79,366.33
2024-05-26,TX1518,Managed Database Storage,395.5,249.12
2024-05-26,TX1519,CRM Enterprise Suite,2859.72,1595.08
2024-05-27,TX1520,CRM Enterprise Suite,1828.74,1098.14
2024-05-27,TX1520,Support Premium SLA,675.75,385.29
2024-05-27,TX1521,Security Firewall Shield,1213.04,678.7
2024-05-27,TX1522,BI Analytics Platform,1466.05,1024.03
2024-05-27,TX1523,Consulting Implementation Package,3371.86,2017.56
2024-05-27,TX1524,AI Marketing Agent,983.29,660.26
2024-05-28,TX1525,Serverless GPU Cluster,1604.74,943.9
2024-05-28,TX1525,Security Firewall Shield,739.29,482.18
2024-05-28,TX1526,Serverless GPU Cluster,1562.95,1037.85
2024-05-28,TX1526,Security Firewall Shield,802.26,512.92
2024-05-28,TX1527,Serverless GPU Cluster,1467.42,910.88
2024-05-28,TX1527,Security Firewall Shield,749.66,458.62
2024-05-28,TX1528,BI Analytics Platform,999.12,601.8
2024-05-28,TX1529,Security Firewall Shield,790.93,545.29
2024-05-29,TX1530,Security Firewall Shield,1562.62,1054.13
2024-05-29,TX1531,CRM Enterprise Suite,2521.63,1751.91
2024-05-29,TX1531,Support Premium SLA,792.16,450.46
2024-05-29,TX1532,Elastic VPS Compute Instance,517.75,341.52
2024-05-29,TX1533,Elastic VPS Compute Instance,541.83,374.27
2024-05-29,TX1533,Managed Database Storage,381.73,220.33
2024-05-30,TX1534,BI Analytics Platform,1364.69,764.19
2024-05-30,TX1534,AI Marketing Agent,840.25,555.55
2024-05-30,TX1535,Consulting Implementation Package,2920.04,1857.64
2024-05-30,TX1536,Security Firewall Shield,1183.15,800.13
2024-05-30,TX1537,CRM Enterprise Suite,1795.8,1025.34
2024-05-30,TX1537,Support Premium SLA,584.76,391.37
2024-05-30,TX1537,Consulting Implementation Package,2687.44,1559.37
2024-05-30,TX1538,Support Premium SLA,550.96,316.55
2024-05-31,TX1539,Security Firewall Shield,2116.28,1216.1
2024-05-31,TX1540,Elastic VPS Compute Instance,650.46,437.23
2024-05-31,TX1540,Managed Database Storage,512.09,332.75
2024-05-31,TX1541,Elastic VPS Compute Instance,621.54,390.61
2024-05-31,TX1541,Managed Database Storage,492.12,297.15
2024-05-31,TX1542,CRM Enterprise Suite,3358.98,2289.41
2024-06-01,TX1543,Security Firewall Shield,728.73,443.7
2024-06-01,TX1544,Consulting Implementation Package,1870.03,1257.58
2024-06-01,TX1545,BI Analytics Platform,981.26,604.33
2024-06-01,TX1545,AI Marketing Agent,620.53,376.38
2024-06-01,TX1546,Elastic VPS Compute Instance,283.54,175.63
2024-06-01,TX1546,Managed Database Storage,203.36,121.04
2024-06-01,TX1547,Consulting Implementation Package,1950.45,1291.47
2024-06-02,TX1548,Security Firewall Shield,4341.66,2715.31
2024-06-02,TX1549,AI Marketing Agent,3217.76,1881.85
2024-06-02,TX1550,Elastic VPS Compute Instance,1531.12,1048.72
2024-06-02,TX1550,Managed Database Storage,968.01,588.15
2024-06-02,TX1551,Managed Database Storage,1050.88,663.67
2024-06-03,TX1552,Elastic VPS Compute Instance,640.61,439.44
2024-06-03,TX1553,Managed Database Storage,489.04,314.76
2024-06-03,TX1554,AI Marketing Agent,1582.54,898.15
2024-06-03,TX1555,BI Analytics Platform,2659.73,1837.81
2024-06-03,TX1556,BI Analytics Platform,2673.31,1722.03
2024-06-03,TX1556,AI Marketing Agent,1600.18,960.49
2024-06-04,TX1557,BI Analytics Platform,3116.43,1779.14
2024-06-04,TX1557,AI Marketing Agent,2274.96,1522.18
2024-06-04,TX1558,AI Marketing Agent,2284.57,1469.0
2024-06-05,TX1559,BI Analytics Platform,890.63,561.11
2024-06-05,TX1559,AI Marketing Agent,527.16,360.62
2024-06-05,TX1560,Support Premium SLA,364.78,243.78
2024-06-05,TX1561,CRM Enterprise Suite,1098.05,628.91
2024-06-05,TX1562,BI Analytics Platform,804.91,480.34
2024-06-05,TX1562,AI Marketing Agent,547.24,321.38
2024-06-05,TX1563,Serverless GPU Cluster,1446.96,957.3
2024-06-05,TX1563,Security Firewall Shield,743.58,412.71
2024-06-06,TX1564,Managed Database Storage,1360.75,864.73
2024-06-06,TX1565,Managed Database Storage,1453.08,965.38
2024-06-06,TX1566,Support Premium SLA,2734.64,1863.7
2024-06-07,TX1567,Elastic VPS Compute Instance,1344.29,808.34
2024-06-07,TX1568,Elastic VPS Compute Instance,1265.65,852.02
2024-06-07,TX1568,Managed Database Storage,1057.09,598.94
2024-06-07,TX1569,Support Premium SLA,2044.56,1384.1
2024-06-07,TX1570,Managed Database Storage,893.77,508.67
2024-06-08,TX1571,Support Premium SLA,1510.18,920.6
2024-06-08,TX1572,BI Analytics Platform,3388.3,2268.79
2024-06-08,TX1572,AI Marketing Agent,2250.56,1288.42
2024-06-08,TX1573,Elastic VPS Compute Instance,910.73,532.22
2024-06-08,TX1573,Managed Database Storage,605.25,398.46
2024-06-08,TX1574,Elastic VPS Compute Instance,820.24,539.72
2024-06-09,TX1575,Support Premium SLA,723.63,467.59
2024-06-09,TX1576,CRM Enterprise Suite,2130.65,1393.64
2024-06-09,TX1576,Support Premium SLA,708.89,447.6
2024-06-09,TX1577,Managed Database Storage,332.51,195.44
2024-06-09,TX1578,BI Analytics Platform,1880.07,1131.53
2024-06-09,TX1578,AI Marketing Agent,1141.45,658.89
2024-06-10,TX1579,CRM Enterprise Suite,5453.87,3742.81
2024-06-10,TX1580,CRM Enterprise Suite,4588.89,2925.46
2024-06-10,TX1581,Managed Database Storage,788.77,481.25
2024-06-11,TX1582,Managed Database Storage,367.63,227.67
2024-06-11,TX1583,BI Analytics Platform,1646.2,1139.32
2024-06-11,TX1584,BI Analytics Platform,1699.79,973.98
2024-06-11,TX1585,Consulting Implementation Package,3583.09,2285.78
2024-06-11,TX1586,Support Premium SLA,720.42,450.9
2024-06-12,TX1587,Consulting Implementation Package,9711.38,6231.97
2024-06-12,TX1588,Managed Database Storage,936.29,517.5
2024-06-13,TX1589,Support Premium SLA,573.34,390.34
2024-06-13,TX1590,Elastic VPS Compute Instance,329.57,227.34
2024-06-13,TX1590,Managed Database Storage,238.37,151.31
2024-06-13,TX1591,Managed Database Storage,265.12,173.52
2024-06-13,TX1592,Serverless GPU Cluster,1977.62,1361.34
2024-06-13,TX1592,Security Firewall Shield,1100.74,722.18
2024-06-13,TX1593,Consulting Implementation Package,2881.27,1650.62
2024-06-14,TX1594,CRM Enterprise Suite,4576.01,2912.37
2024-06-14,TX1594,Support Premium SLA,1427.79,915.22
2024-06-14,TX1595,BI Analytics Platform,3438.46,2109.91
2024-06-15,TX1596,Security Firewall Shield,1578.55,1042.58
2024-06-15,TX1597,Consulting Implementation Package,4249.43,2932.77
2024-06-15,TX1598,BI Analytics Platform,2124.06,1463.13
2024-06-15,TX1598,AI Marketing Agent,1482.79,915.81
2024-06-16,TX1599,Elastic VPS Compute Instance,1222.78,693.3
2024-06-16,TX1599,Managed Database Storage,936.33,653.3
2024-06-16,TX1600,AI Marketing Agent,2895.09,1956.6
2024-06-16,TX1601,Elastic VPS Compute Instance,1290.91,734.14
2024-06-16,TX1601,Managed Database Storage,909.28,625.7
2024-06-16,TX1602,Support Premium SLA,1794.04,1220.82
2024-06-17,TX1603,AI Marketing Agent,1720.52,1080.19
2024-06-17,TX1604,Security Firewall Shield,1927.57,1231.12
2024-06-17,TX1605,Consulting Implementation Package,5789.41,3530.67
2024-06-18,TX1606,Serverless GPU Cluster,2063.88,1152.09
2024-06-18,TX1607,Consulting Implementation Package,2993.69,1797.05
2024-06-18,TX1608,Elastic VPS Compute Instance,329.41,220.85
2024-06-18,TX1608,Managed Database Storage,266.48,146.75
2024-06-18,TX1609,Consulting Implementation Package,2917.57,1750.61
2024-06-19,TX1610,CRM Enterprise Suite,3328.67,2029.57
2024-06-19,TX1610,Support Premium SLA,1117.2,704.52
2024-06-19,TX1611,Support Premium SLA,1257.18,864.91
2024-06-19,TX1612,Elastic VPS Compute Instance,798.19,480.47
2024-06-19,TX1612,Managed Database Storage,527.52,317.59
2024-06-19,TX1613,Security Firewall Shield,2318.81,1531.86
2024-06-20,TX1614,AI Marketing Agent,4848.3,2995.44
2024-06-20,TX1615,AI Marketing Agent,5242.9,3060.23
2024-06-20,TX1616,Support Premium SLA,3391.28,2095.36
2024-06-21,TX1617,Elastic VPS Compute Instance,576.12,329.04
2024-06-21,TX1617,Managed Database Storage,432.85,249.52
2024-06-21,TX1618,CRM Enterprise Suite,3023.18,1888.75
2024-06-21,TX1618,Support Premium SLA,961.38,589.17
2024-06-21,TX1618,Consulting Implementation Package,5366.99,3688.34
2024-06-22,TX1619,Elastic VPS Compute Instance,1356.34,819.72
2024-06-22,TX1619,Managed Database Storage,1036.3,660.21
2024-06-22,TX1620,BI Analytics Platform,5091.76,3283.37
2024-06-22,TX1620,AI Marketing Agent,3081.69,1700.98
2024-06-22,TX1621,Elastic VPS Compute Instance,1333.84,866.37
2024-06-22,TX1621,Managed Database Storage,900.93,519.57
2024-06-23,TX1622,BI Analytics Platform,6551.54,4547.82
2024-06-23,TX1623,BI Analytics Platform,6430.2,3680.0
2024-06-24,TX1624,BI Analytics Platform,8987.27,5501.95
2024-06-24,TX1625,Elastic VPS Compute Instance,2400.61,1351.07
2024-06-25,TX1626,CRM Enterprise Suite,5698.53,3986.3
2024-06-25,TX1626,Support Premium SLA,2011.16,1257.64
2024-06-25,TX1627,Elastic VPS Compute Instance,1203.26,769.25
2024-06-25,TX1627,Managed Database Storage,771.04,431.83
2024-06-25,TX1628,Security Firewall Shield,3154.18,2089.63
2024-06-26,TX1629,Support Premium SLA,2284.88,1328.63
2024-06-26,TX1630,BI Analytics Platform,5651.83,3869.85
2024-06-26,TX1630,AI Marketing Agent,3535.17,2053.12
2024-06-27,TX1631,Consulting Implementation Package,7664.55,4434.73
2024-06-27,TX1632,Support Premium SLA,1572.15,873.3
2024-06-27,TX1633,Support Premium SLA,1457.08,904.57
2024-06-28,TX1634,AI Marketing Agent,1802.76,1144.26
2024-06-28,TX1635,Elastic VPS Compute Instance,692.81,387.87
2024-06-28,TX1636,Support Premium SLA,1233.54,821.94
2024-06-28,TX1637,Serverless GPU Cluster,4437.77,2742.51
2024-06-28,TX1637,Security Firewall Shield,2088.92,1313.22
2024-06-29,TX1638,CRM Enterprise Suite,2216.98,1365.91
2024-06-29,TX1639,Elastic VPS Compute Instance,446.86,272.64
2024-06-29,TX1639,Managed Database Storage,358.88,227.51
2024-06-29,TX1640,Consulting Implementation Package,3566.38,2044.56
2024-06-29,TX1641,BI Analytics Platform,1597.38,922.15
2024-06-29,TX1641,AI Marketing Agent,1058.61,719.08
2024-06-29,TX1642,Managed Database Storage,306.4,212.0
2024-06-30,TX1643,CRM Enterprise Suite,1664.32,1008.57
2024-06-30,TX1643,Support Premium SLA,529.24,312.58
2024-06-30,TX1644,Managed Database Storage,231.53,149.71
2024-06-30,TX1645,BI Analytics Platform,1306.0,798.37
2024-06-30,TX1645,AI Marketing Agent,779.3,431.58
2024-06-30,TX1646,CRM Enterprise Suite,1495.04,857.29
2024-06-30,TX1646,Support Premium SLA,566.3,372.28
