TransactionID,Product,UnitPrice,Revenue,Expenses,Date
NCP29,Health and Hygiene,65.8168,830.9184,597.36,2026-04-24
NCX29,Health and Hygiene,144.3102,145.8102,89.5,2026-04-25
FDU37,Canned,78.796,1198.44,857.82,2026-04-26
FDM02,Canned,86.0198,87.2198,48.62,2026-04-27
FDN16,Frozen Foods,102.199,1960.781,1312.26,2026-04-28
FDR46,Snack Foods,147.476,2929.52,1746.0,2026-04-29
FDE50,Canned,189.3556,2253.0672,1293.52,2026-04-30
FDL52,Frozen Foods,39.8506,75.9012,42.91,2026-05-01
FDQ49,Breakfast,157.663,2190.482,1509.81,2026-05-02
FDI14,Canned,140.2496,1693.7952,1046.72,2026-05-03
FDS16,Frozen Foods,145.676,3661.9,2544.85,2026-05-04
FDU15,Meat,37.9532,862.8768,485.86,2026-05-05
NCG43,Household,94.0462,1850.924,1134.72,2026-05-06
FDR23,Breads,177.837,6351.732,4178.79,2026-05-07
FDS52,Frozen Foods,102.1016,3542.056,2508.29,2026-05-08
NCP18,Household,151.9708,3611.2992,2216.44,2026-05-09
DRF23,Hard Drinks,172.8396,7152.0236,4828.89,2026-05-10
FDO09,Snack Foods,262.191,6048.793,4398.66,2026-05-11
FDB40,Dairy,145.9102,2187.153,1472.33,2026-05-12
DRK37,Soft Drinks,189.453,759.012,452.82,2026-05-13
DRN11,Hard Drinks,145.2444,1451.444,805.38,2026-05-14
FDE22,Snack Foods,159.692,958.752,694.16,2026-05-15
FDF04,Frozen Foods,256.4304,1808.3128,1002.26,2026-05-16
FDE41,Frozen Foods,83.1566,1099.2358,796.88,2026-05-17
FDW08,Fruits and Vegetables,106.028,1810.976,1187.62,2026-05-18
NCD54,Household,143.4786,2311.6576,1705.57,2026-05-19
FDZ33,Snack Foods,146.5076,1330.2684,944.17,2026-05-20
FDO23,Breads,93.8436,1418.154,1063.03,2026-05-21
FDN34,Snack Foods,167.1132,2874.9244,1782.86,2026-05-22
FDL39,Dairy,182.1318,2345.6134,1649.99,2026-05-23
FDT28,Frozen Foods,151.6708,3912.2408,2466.22,2026-05-24
FDH33,Snack Foods,45.9428,1274.3412,823.19,2026-05-25
FDA34,Starchy Foods,171.808,5712.564,3858.84,2026-05-26
FDZ56,Fruits and Vegetables,166.4474,5390.3168,3906.55,2026-05-27
DRH23,Hard Drinks,54.0614,1160.4894,866.67,2026-05-28
NCO18,Household,177.4686,5510.8266,3877.72,2026-05-29
DRG27,Dairy,42.0138,568.5932,360.23,2026-05-30
FDM28,Frozen Foods,181.366,179.766,114.02,2026-05-31
NCY41,Health and Hygiene,35.7532,143.8128,100.31,2026-06-01
FDD21,Fruits and Vegetables,114.4176,2633.9048,1574.43,2026-06-02
FDD44,Fruits and Vegetables,257.1646,6183.9504,3537.81,2026-06-03
FDP16,Frozen Foods,246.6802,2702.4822,1678.04,2026-06-04
FDQ37,Breakfast,193.4478,4843.695,2942.29,2026-06-05
NCY05,Health and Hygiene,37.0874,952.7598,580.48,2026-06-06
NCE07,Household,142.0154,1985.4156,1184.74,2026-06-07
DRI51,Dairy,173.3764,2061.3168,1151.08,2026-06-08
NCI31,Others,35.519,1025.332,567.6,2026-06-09
FDK60,Baking Goods,96.2068,3013.4108,2252.66,2026-06-10
FDY12,Baking Goods,49.8008,809.6128,514.55,2026-06-11
FDO38,Canned,76.0986,623.1888,390.66,2026-06-12
FDP11,Breads,218.7166,1088.583,746.69,2026-06-13
FDC21,Fruits and Vegetables,108.4254,217.0508,128.85,2026-06-14
NCF54,Household,172.6422,2931.5174,2169.3,2026-06-15
FDC35,Starchy Foods,207.5638,4555.4036,3221.9,2026-06-16
FDV43,Fruits and Vegetables,46.2086,490.6946,278.66,2026-06-17
DRE12,Soft Drinks,111.686,1584.604,1003.87,2026-06-18
DRE27,Dairy,97.2726,782.9808,568.31,2026-06-19
DRC36,Soft Drinks,173.7054,5778.4782,4269.99,2026-06-20
FDZ38,Dairy,174.0422,5173.266,3328.89,2026-06-21
NCW42,Household,220.7456,4420.912,2973.87,2026-06-22
NCZ18,Household,255.5698,1522.0188,887.96,2026-06-23
FDL13,Breakfast,232.73,932.12,697.44,2026-06-24
NCN18,Household,113.3544,1006.6896,600.32,2026-06-25
FDI41,Frozen Foods,148.6418,1765.7016,1304.05,2026-06-26
FDV22,Snack Foods,157.463,2503.408,1702.14,2026-06-27
NCB43,Household,187.8898,7296.5022,4899.95,2026-06-28
FDQ46,Snack Foods,110.1544,2684.5056,1751.74,2026-06-29
FDC44,Fruits and Vegetables,111.9518,2163.1842,1289.55,2026-06-30
FDB22,Snack Foods,154.3998,3383.5956,1980.44,2025-07-01
FDV23,Breads,124.4046,2241.0828,1331.42,2025-07-02
FDK10,Snack Foods,181.166,3415.554,2005.91,2025-07-03
FDF05,Frozen Foods,264.391,5259.82,3713.0,2025-07-04
FDL33,Snack Foods,193.8452,1957.452,1213.67,2025-07-05
FDD20,Fruits and Vegetables,126.4046,5353.6978,3006.47,2025-07-06
NCM54,Household,125.6678,4832.3764,3594.42,2025-07-07
FDW48,Baking Goods,81.0618,1450.1124,1053.88,2025-07-08
DRF36,Soft Drinks,189.0846,5350.3688,3935.47,2025-07-09
NCM06,Household,155.2656,2934.8464,2198.15,2025-07-10
NCA54,Household,178.7318,360.8636,211.03,2025-07-11
FDT46,Snack Foods,49.8008,708.4112,445.77,2025-07-12
FDH20,Fruits and Vegetables,95.441,2220.443,1557.97,2025-07-13
FDT38,Dairy,83.1566,1606.5754,1107.26,2025-07-14
NCI17,Health and Hygiene,96.641,868.869,504.62,2025-07-15
FDO40,Frozen Foods,147.1392,2237.088,1595.42,2025-07-16
FDP12,Baking Goods,36.9874,705.748,419.84,2025-07-17
FDI44,Fruits and Vegetables,75.2328,1544.656,918.71,2025-07-18
FDB21,Fruits and Vegetables,242.9854,6767.1912,4448.72,2025-07-19
FDG16,Frozen Foods,213.7192,1078.596,721.14,2025-07-20
NCZ42,Household,236.5248,4029.4216,2683.66,2025-07-21
NCJ30,Household,170.379,1018.674,578.91,2025-07-22
FDV49,Canned,263.2226,3700.5164,2684.7,2025-07-23
NCO43,Others,103.1016,2024.032,1220.73,2025-07-24
NCF18,Household,191.9504,767.0016,441.72,2025-07-25
NCX41,Health and Hygiene,211.0244,1482.0708,1078.58,2025-07-26
FDY11,Baking Goods,67.5142,593.2278,439.66,2025-07-27
FDU46,Snack Foods,88.254,1125.202,812.87,2025-07-28
NCI18,Household,222.7746,1570.6222,1118.13,2025-07-29
FDL38,Canned,90.9172,2141.2128,1458.27,2025-07-30
FDY60,Baking Goods,144.8128,2157.192,1424.12,2025-07-31
FDF53,Frozen Foods,178.7318,3428.2042,1945.15,2025-08-01
NCM05,Health and Hygiene,263.7226,6872.3876,4341.22,2025-08-02
FDR13,Canned,117.8492,1506.0396,940.58,2025-08-03
FDA49,Canned,89.0198,174.4396,105.0,2025-08-04
FDY52,Frozen Foods,59.3536,122.5072,85.1,2025-08-05
FDL02,Canned,107.1622,211.7244,137.45,2025-08-06
FDO24,Baking Goods,156.7604,1901.5248,1076.66,2025-08-07
FDM08,Fruits and Vegetables,223.7088,2684.5056,1594.69,2025-08-08
FDJ02,Canned,147.2418,294.2836,202.07,2025-08-09
FDW40,Frozen Foods,143.9812,1139.8496,644.27,2025-08-10
FDT46,Snack Foods,50.5008,1012.016,728.9,2025-08-11
FDY08,Fruits and Vegetables,139.9838,1966.7732,1276.49,2025-08-12
FDM21,Snack Foods,256.1646,7472.2734,4827.97,2025-08-13
FDH26,Canned,142.2496,2399.5432,1604.05,2025-08-14
NCM42,Household,110.0912,1637.868,1170.97,2025-08-15
FDW13,Canned,51.1324,1350.2424,836.56,2025-08-16
FDN04,Frozen Foods,178.1344,3747.1224,2569.04,2025-08-17
NCD07,Household,114.4518,1593.9252,1057.01,2025-08-18
FDB34,Snack Foods,85.3198,261.6594,157.89,2025-08-19
FDD09,Fruits and Vegetables,179.9976,4889.6352,3548.54,2025-08-20
DRH59,Hard Drinks,72.338,805.618,571.57,2025-08-21
DRN36,Soft Drinks,95.3752,1438.128,980.36,2025-08-22
DRA24,Soft Drinks,164.6868,1146.5076,825.62,2025-08-23
FDY36,Baking Goods,74.238,1171.808,847.75,2025-08-24
FDG34,Snack Foods,106.9254,3038.7112,2101.79,2025-08-25
FDK43,Meat,127.302,2277.036,1633.55,2025-08-26
NCM06,Household,156.4656,2008.0528,1384.54,2025-08-27
FDK22,Snack Foods,215.685,649.155,445.34,2025-08-28
FDF21,Fruits and Vegetables,188.353,4364.319,2940.34,2025-08-29
FDO33,Snack Foods,115.3518,1821.6288,1276.13,2025-08-30
NCO43,Others,100.0016,708.4112,412.1,2025-08-31
FDX15,Meat,159.6578,3048.6982,2213.89,2025-09-01
FDS10,Snack Foods,181.3318,1443.4544,1045.59,2025-09-02
FDD46,Snack Foods,152.3998,153.7998,85.49,2025-09-03
FDV22,Snack Foods,155.763,3129.26,2237.93,2025-09-04
NCR29,Health and Hygiene,58.393,509.337,293.26,2025-09-05
FDU34,Snack Foods,123.8046,3486.1288,2151.02,2025-09-06
FDZ35,Breads,104.799,1341.587,937.37,2025-09-07
FDA26,Dairy,218.4482,4819.0604,2805.43,2025-09-08
FDP38,Canned,52.2008,759.012,541.63,2025-09-09
FDT22,Snack Foods,58.022,659.142,472.23,2025-09-10
FDA50,Dairy,94.941,1737.738,1132.13,2025-09-11
FDY10,Snack Foods,115.6176,2519.3872,1388.88,2025-09-12
FDC09,Fruits and Vegetables,100.8332,1537.998,934.19,2025-09-13
FDT19,Fruits and Vegetables,172.808,2250.404,1515.39,2025-09-14
FDO34,Snack Foods,167.2816,5704.5744,4256.97,2025-09-15
NCV54,Household,119.6124,2251.7356,1522.99,2025-09-16
FDH57,Fruits and Vegetables,131.4284,5404.9644,3253.58,2025-09-17
FDA28,Frozen Foods,127.4362,2265.0516,1532.99,2025-09-18
FDB05,Frozen Foods,246.0776,990.7104,651.88,2025-09-19
FDK45,Seafood,111.586,339.558,239.72,2025-09-20
DRH01,Soft Drinks,173.0738,347.5476,198.59,2025-09-21
FDY52,Frozen Foods,62.8536,796.2968,559.16,2025-09-22
FDR48,Baking Goods,152.6024,303.6048,199.85,2025-09-23
FDY15,Dairy,154.463,2190.482,1626.65,2025-09-24
FDM51,Meat,102.2674,2444.8176,1511.81,2025-09-25
FDR43,Fruits and Vegetables,37.619,366.19,247.74,2025-09-26
FDW09,Snack Foods,81.1302,792.302,583.46,2025-09-27
FDV44,Fruits and Vegetables,191.3188,1713.7692,977.71,2025-09-28
DRH37,Soft Drinks,165.2526,822.263,606.37,2025-09-29
FDZ47,Baking Goods,99.8042,1488.063,1023.16,2025-09-30
NCP43,Others,180.366,2336.958,1317.03,2025-10-01
FDL26,Canned,157.3972,778.986,475.33,2025-10-02
DRM35,Hard Drinks,177.7344,1605.9096,1110.7,2025-10-03
FDM39,Dairy,178.3002,2328.3026,1311.93,2025-10-04
DRD15,Dairy,233.9642,3717.8272,2477.69,2025-10-05
NCK06,Household,122.0756,121.1756,75.03,2025-10-06
FDV04,Frozen Foods,156.9288,1571.288,1059.34,2025-10-07
FDG46,Snack Foods,112.1518,5351.0346,2992.02,2025-10-08
FDO19,Fruits and Vegetables,50.2034,1166.4816,844.89,2025-10-09
NCN05,Health and Hygiene,182.295,3661.9,2727.01,2025-10-10
DRA12,Soft Drinks,141.6154,3829.0158,2847.93,2025-10-11
FDJ02,Canned,149.1418,1177.1344,823.91,2025-10-12
NCK17,Health and Hygiene,38.948,519.324,299.14,2025-10-13
FDO58,Snack Foods,163.6526,1151.1682,807.72,2025-10-14
FDB22,Snack Foods,152.6998,3383.5956,1877.62,2025-10-15
FDG33,Seafood,172.7764,2233.0932,1238.08,2025-10-16
FDK58,Snack Foods,101.9016,2631.2416,1617.48,2025-10-17
DRH49,Soft Drinks,82.8592,165.1184,106.95,2025-10-18
FDT43,Fruits and Vegetables,51.2324,571.2564,402.21,2025-10-19
NCR38,Household,253.4724,6040.1376,4147.52,2025-10-20
DRI39,Dairy,57.493,1358.232,868.16,2025-10-21
NCZ05,Health and Hygiene,104.499,1238.388,748.88,2025-10-22
FDU21,Snack Foods,32.3558,169.779,127.24,2025-10-23
NCP54,Household,122.873,2832.979,1799.61,2025-10-24
NCX29,Health and Hygiene,145.6102,2624.5836,1680.46,2025-10-25
FDV01,Canned,153.3314,3257.7594,1898.38,2025-10-26
NCS17,Health and Hygiene,95.2436,1796.3284,1273.53,2025-10-27
NCN07,Others,130.9284,1713.7692,1180.34,2025-10-28
FDB14,Canned,94.312,2982.784,1772.23,2025-10-29
NCJ18,Household,119.2124,1303.6364,738.48,2025-10-30
FDF57,Fruits and Vegetables,172.2448,2897.5616,1988.02,2025-10-31
DRG01,Soft Drinks,78.367,918.804,625.62,2025-11-01
FDA02,Dairy,143.9786,866.8716,524.16,2025-11-02
DRJ37,Soft Drinks,150.4024,2884.2456,2134.84,2025-11-03
NCP55,Others,53.8614,221.0456,128.25,2025-11-04
FDW45,Snack Foods,147.7418,1618.5598,1030.16,2025-11-05
FDK38,Canned,149.3734,296.9468,219.36,2025-11-06
NCZ30,Household,121.4098,241.0196,152.79,2025-11-07
FDK08,Fruits and Vegetables,102.4016,202.4032,137.17,2025-11-08
DRY23,Soft Drinks,42.9112,426.112,268.25,2025-11-09
FDT31,Fruits and Vegetables,188.2872,2647.2208,1601.15,2025-11-10
FDU52,Frozen Foods,154.463,2503.408,1869.53,2025-11-11
NCG19,Household,234.8616,2812.3392,1777.02,2025-11-12
NCR30,Household,76.3696,372.848,271.74,2025-11-13
FDN23,Breads,145.4444,2612.5992,1557.09,2025-11-14
FDQ01,Canned,254.1014,4845.0266,2871.26,2025-11-15
FDO22,Snack Foods,81.096,159.792,88.88,2025-11-16
DRE13,Soft Drinks,85.8198,872.198,593.39,2025-11-17
FDL44,Fruits and Vegetables,160.2894,3235.788,2018.18,2025-11-18
FDT34,Snack Foods,106.7964,841.5712,608.35,2025-11-19
DRM23,Hard Drinks,170.6422,1379.5376,889.31,2025-11-20
FDF32,Fruits and Vegetables,198.9426,3559.3668,2646.88,2025-11-21
NCE18,Household,251.675,4244.475,2491.95,2025-11-22
FDA51,Dairy,113.2518,3415.554,2471.92,2025-11-23
DRZ24,Soft Drinks,118.344,3115.944,2197.74,2025-11-24
FDT48,Baking Goods,196.5084,3769.7596,2654.61,2025-11-25
DRG11,Hard Drinks,108.9596,1186.4556,853.01,2025-11-26
FDE58,Snack Foods,118.3124,1540.6612,1081.86,2025-11-27
DRA12,Soft Drinks,142.3154,2552.6772,1723.68,2025-11-28
FDP60,Baking Goods,102.0016,1619.2256,933.08,2025-11-29
FDT10,Snack Foods,60.9562,829.5868,461.67,2025-11-30
FDE05,Frozen Foods,147.7102,1166.4816,856.4,2025-12-01
FDC32,Fruits and Vegetables,91.4462,1665.8316,1121.65,2025-12-02
FDJ22,Snack Foods,193.6504,2876.256,2040.15,2025-12-03
NCH18,Household,246.1802,2702.4822,1746.63,2025-12-04
DRE37,Soft Drinks,189.4872,189.0872,108.43,2025-12-05
DRC13,Soft Drinks,124.873,2956.152,1699.9,2025-12-06
FDG47,Starchy Foods,260.3252,8132.0812,5587.66,2025-12-07
FDY55,Fruits and Vegetables,258.3988,1541.9928,980.8,2025-12-08
NCW29,Health and Hygiene,131.831,3635.268,2145.19,2025-12-09
NCT05,Health and Hygiene,255.6672,4346.3424,2817.82,2025-12-10
FDN50,Canned,93.712,466.06,262.32,2025-12-11
FDU60,Baking Goods,169.6132,169.1132,112.7,2025-12-12
FDX02,Dairy,225.0404,5851.0504,3532.86,2025-12-13
FDL34,Snack Foods,141.2496,2681.8424,1902.8,2025-12-14
DRF27,Dairy,152.234,3828.35,2343.23,2025-12-15
FDZ35,Breads,101.699,2373.577,1521.57,2025-12-16
DRF03,Dairy,39.7138,1096.5726,605.66,2025-12-17
NCO41,Health and Hygiene,96.9384,2167.8448,1223.73,2025-12-18
FDQ59,Breads,85.8908,1845.5976,1159.96,2025-12-19
NCZ53,Health and Hygiene,186.6214,1884.214,1217.18,2025-12-20
FDZ33,Snack Foods,146.4076,147.8076,99.03,2025-12-21
FDD34,Snack Foods,161.421,3425.541,2083.87,2025-12-22
NCM06,Household,156.0656,1853.5872,1277.11,2025-12-23
FDY43,Fruits and Vegetables,169.7474,673.7896,486.49,2025-12-24
DRM23,Hard Drinks,173.9422,172.4422,121.74,2025-12-25
FDT20,Fruits and Vegetables,39.2164,540.6296,301.63,2025-12-26
FDG46,Snack Foods,113.5518,2732.4432,1765.44,2025-12-27
FDH10,Snack Foods,193.8478,1162.4868,663.76,2025-12-28
FDF24,Baking Goods,82.7934,1228.401,735.09,2025-12-29
FDG57,Fruits and Vegetables,48.2034,874.8612,653.81,2025-12-30
FDN44,Fruits and Vegetables,157.892,1917.504,1109.27,2025-12-31
FDD32,Fruits and Vegetables,82.6276,731.0484,475.02,2026-01-01
FDI04,Frozen Foods,198.5426,790.9704,532.82,2026-01-02
FDA56,Fruits and Vegetables,123.1414,4264.449,2944.57,2026-01-03
DRG51,Dairy,166.0526,1480.0734,979.7,2026-01-04
FDZ04,Frozen Foods,64.551,1581.275,872.79,2026-01-05
FDT13,Canned,188.2214,3014.7424,1854.95,2026-01-06
FDY56,Fruits and Vegetables,223.7062,4965.5364,3245.19,2026-01-07
FDB51,Dairy,64.2852,438.0964,248.65,2026-01-08
NCY29,Health and Hygiene,55.593,282.965,175.47,2026-01-09
FDL34,Snack Foods,142.6496,1834.9448,1021.4,2026-01-10
NCQ38,Others,105.628,1065.28,602.65,2026-01-11
NCR41,Health and Hygiene,93.7094,4189.2136,2636.63,2026-01-12
FDY24,Baking Goods,52.2298,161.7894,93.28,2026-01-13
NCA42,Household,159.6604,3327.6684,2207.94,2026-01-14
FDB11,Starchy Foods,225.6404,2925.5252,2012.45,2026-01-15
FDG26,Canned,257.833,5382.993,3822.56,2026-01-16
FDH24,Baking Goods,156.5288,1571.288,927.11,2026-01-17
FDX44,Fruits and Vegetables,88.5172,1427.4752,832.93,2026-01-18
FDT52,Frozen Foods,244.6144,2695.1584,1538.7,2026-01-19
FDT04,Frozen Foods,39.3822,314.2576,212.84,2026-01-20
FDO58,Snack Foods,166.1526,2960.1468,2046.34,2026-01-21
FDR60,Baking Goods,75.9328,1158.492,644.49,2026-01-22
NCL54,Household,175.2054,3502.108,2581.9,2026-01-23
FDW50,Dairy,167.2158,3008.0844,1685.71,2026-01-24
FDK43,Meat,125.802,253.004,166.54,2026-01-25
FDQ32,Fruits and Vegetables,123.8388,866.8716,599.71,2026-01-26
FDE29,Frozen Foods,58.8878,1151.1682,833.67,2026-01-27
NCN07,Others,133.2284,2768.3964,1917.99,2026-01-28
FDB37,Baking Goods,240.7538,3364.9532,2390.28,2026-01-29
FDD21,Fruits and Vegetables,112.7176,343.5528,212.28,2026-01-30
FDX16,Frozen Foods,151.505,2546.685,1815.7,2026-01-31
FDN46,Snack Foods,100.5332,1127.8652,638.4,2026-02-01
FDV28,Frozen Foods,34.9558,67.9116,49.51,2026-02-02
FDR48,Baking Goods,150.8024,4402.2696,2903.38,2026-02-03
FDW37,Canned,89.7488,1901.5248,1356.66,2026-02-04
FDV40,Frozen Foods,74.5038,739.038,473.33,2026-02-05
FDZ57,Snack Foods,129.6994,1413.4934,959.36,2026-02-06
FDY46,Snack Foods,185.0898,2993.4368,1961.54,2026-02-07
FDX45,Snack Foods,155.263,1721.093,1198.43,2026-02-08
FDB33,Fruits and Vegetables,160.7262,2864.2716,1622.11,2026-02-09
FDT58,Snack Foods,169.4816,503.3448,282.92,2026-02-10
FDM39,Dairy,178.6002,3582.004,2147.13,2026-02-11
NCY41,Health and Hygiene,37.6532,575.2512,334.74,2026-02-12
NCL31,Others,142.747,3149.234,2281.17,2026-02-13
NCJ31,Others,243.0196,3374.2744,2003.79,2026-02-14
FDO23,Breads,94.8436,567.2616,422.71,2026-02-15
FDN56,Fruits and Vegetables,144.2786,288.9572,178.4,2026-02-16
FDF04,Frozen Foods,258.3304,3358.2952,1969.38,2026-02-17
FDJ44,Fruits and Vegetables,176.1396,3663.2316,2593.35,2026-02-18
FDS50,Dairy,220.5114,5321.0736,3627.6,2026-02-19
NCQ41,Health and Hygiene,194.5794,3511.4292,2281.16,2026-02-20
FDA49,Canned,88.1198,1744.396,1153.17,2026-02-21
NCZ06,Household,254.9698,2536.698,1760.06,2026-02-22
NCM43,Others,162.421,1957.452,1166.04,2026-02-23
FDH19,Meat,172.4738,1911.5118,1432.23,2026-02-24
FDS15,Meat,106.7596,4098.6648,3053.34,2026-02-25
FDO50,Canned,90.2804,1653.8472,1124.72,2026-02-26
FDJ20,Fruits and Vegetables,123.5388,1981.4208,1168.86,2026-02-27
NCI31,Others,38.319,146.476,100.49,2026-02-28
FDU20,Fruits and Vegetables,122.1098,3374.2744,1904.57,2026-03-01
DRK13,Soft Drinks,199.8084,2380.9008,1324.09,2026-03-02
DRJ24,Soft Drinks,184.2924,1850.924,1113.4,2026-03-03
FDI20,Fruits and Vegetables,212.1586,5909.6408,3797.09,2026-03-04
FDF10,Snack Foods,145.6418,2207.127,1597.2,2026-03-05
FDQ45,Snack Foods,185.3608,2021.3688,1405.73,2026-03-06
FDQ10,Snack Foods,172.0422,5345.7082,3734.2,2026-03-07
FDM36,Baking Goods,171.1422,2931.5174,1861.8,2026-03-08
FDN12,Baking Goods,111.8544,1454.1072,900.36,2026-03-09
FDD50,Canned,168.4132,2874.9244,1794.55,2026-03-10
FDG17,Frozen Foods,244.4486,6353.0636,4749.11,2026-03-11
FDY58,Snack Foods,227.3694,4567.388,2548.7,2026-03-12
NCK29,Health and Hygiene,123.473,369.519,267.31,2026-03-13
FDM32,Fruits and Vegetables,90.883,89.883,59.84,2026-03-14
FDL46,Snack Foods,116.8466,2356.932,1503.07,2026-03-15
FDC51,Dairy,121.873,2463.46,1712.23,2026-03-16
FDF16,Frozen Foods,147.2076,1921.4988,1243.85,2026-03-17
NCV54,Household,116.5124,1066.6116,772.96,2026-03-18
FDE35,Starchy Foods,60.2904,644.4944,470.57,2026-03-19
FDA23,Baking Goods,99.4016,2428.8384,1540.72,2026-03-20
FDI46,Snack Foods,251.9724,2516.724,1523.54,2026-03-21
FDZ21,Snack Foods,97.341,965.41,645.35,2026-03-22
DRK13,Soft Drinks,198.3084,4563.3932,3342.56,2026-03-23
FDX36,Baking Goods,226.9404,2700.4848,1599.04,2026-03-24
FDY22,Snack Foods,143.9128,1581.9408,1067.17,2026-03-25
FDR32,Fruits and Vegetables,226.7694,6165.9738,4170.12,2026-03-26
DRF25,Soft Drinks,34.919,476.047,331.63,2026-03-27
FDK20,Fruits and Vegetables,124.5072,2450.144,1412.05,2026-03-28
DRI11,Hard Drinks,115.9834,345.5502,239.52,2026-03-29
FDH05,Frozen Foods,233.5984,1853.5872,1356.47,2026-03-30
FDA46,Snack Foods,193.6136,4471.5128,2620.02,2026-03-31
DRD24,Soft Drinks,143.3154,1985.4156,1186.3,2026-04-01
FDL39,Dairy,181.9318,5954.2494,4431.62,2026-04-02
FDD52,Dairy,110.157,1867.569,1094.76,2026-04-03
FDR55,Fruits and Vegetables,190.6872,2269.0464,1635.7,2026-04-04
DRI13,Soft Drinks,216.4508,5426.27,3518.7,2026-04-05
FDG31,Meat,64.4826,2518.7214,1509.84,2026-04-06
FDP04,Frozen Foods,65.2168,958.752,694.28,2026-04-07
FDH35,Starchy Foods,162.9526,1151.1682,735.67,2026-04-08
NCB42,Health and Hygiene,117.2492,2432.8332,1588.55,2026-04-09
FDQ14,Dairy,147.905,1647.855,1024.71,2026-04-10
FDI19,Meat,242.8512,5816.4288,3888.81,2026-04-11
FDJ55,Meat,224.8404,1575.2828,917.92,2026-04-12
DRN59,Hard Drinks,45.206,792.302,497.74,2026-04-13
NCR06,Household,42.8112,639.168,475.47,2026-04-14
NCF42,Household,176.2712,2988.1104,1797.73,2026-04-15
FDG24,Baking Goods,84.725,1747.725,1190.81,2026-04-16
FDB58,Snack Foods,142.0154,2410.8618,1482.77,2026-04-17
FDQ56,Fruits and Vegetables,82.3908,3691.1952,2601.17,2026-04-18
NCV41,Health and Hygiene,112.5228,1989.4104,1146.25,2026-04-19
FDW19,Fruits and Vegetables,110.657,2087.283,1552.86,2026-04-20
FDO56,Fruits and Vegetables,119.1808,351.5424,225.25,2026-04-21
FDI41,Frozen Foods,148.7418,2501.4106,1493.87,2026-04-22
FDN10,Snack Foods,119.5124,829.5868,468.47,2026-04-23
FDY20,Fruits and Vegetables,92.2488,1358.232,793.14,2026-04-24
DRM37,Soft Drinks,198.5768,6897.688,4510.78,2026-04-25
FDV34,Snack Foods,72.9038,1034.6532,638.8,2026-04-26
NCX18,Household,195.011,1964.11,1405.86,2026-04-27
FDY10,Snack Foods,114.9176,1946.7992,1238.51,2026-04-28
NCZ17,Health and Hygiene,39.8506,1480.0734,887.66,2026-04-29
FDT12,Baking Goods,227.4062,5191.2426,3495.93,2026-04-30
FDD57,Fruits and Vegetables,96.0094,1808.9786,1250.65,2026-05-01
FDK45,Seafood,111.586,3395.58,1981.01,2026-05-02
FDJ57,Seafood,185.0582,5201.2296,3035.04,2026-05-03
NCI31,Others,36.819,768.999,428.59,2026-05-04
FDZ48,Baking Goods,112.4544,2348.9424,1637.87,2026-05-05
FDI16,Frozen Foods,54.564,1597.92,1091.0,2026-05-06
FDZ31,Fruits and Vegetables,193.0504,2492.7552,1607.64,2026-05-07
DRG15,Dairy,61.5536,796.2968,572.41,2026-05-08
FDX36,Baking Goods,226.5404,4500.808,3200.68,2026-05-09
FDD40,Dairy,191.5162,3078.6592,2053.68,2026-05-10
FDA04,Frozen Foods,259.7962,5697.9164,4123.32,2026-05-11
FDL21,Snack Foods,40.848,679.116,401.47,2026-05-12
FDS21,Snack Foods,62.8194,928.791,531.63,2026-05-13
DRF23,Hard Drinks,172.5396,3663.2316,2212.41,2026-05-14
FDM46,Snack Foods,93.912,1304.968,732.63,2026-05-15
DRG49,Soft Drinks,242.8486,3420.8804,2244.9,2026-05-16
FDG26,Canned,255.933,3844.995,2835.0,2026-05-17
FDR51,Meat,148.4708,3761.77,2098.57,2026-05-18
FDV39,Meat,196.7426,2768.3964,1590.23,2026-05-19
FDC39,Dairy,205.7296,4570.0512,2926.84,2026-05-20
FDP45,Snack Foods,252.9724,3020.0688,2225.11,2026-05-21
FDC56,Fruits and Vegetables,118.244,958.752,587.94,2026-05-22
FDK38,Canned,149.7734,2375.5744,1547.56,2026-05-23
NCJ29,Health and Hygiene,84.4224,852.224,475.81,2026-05-24
NCF19,Household,48.6034,145.8102,84.52,2026-05-25
FDG59,Starchy Foods,37.5164,270.3148,202.01,2026-05-26
FDE59,Starchy Foods,36.6532,251.6724,187.0,2026-05-27
FDB04,Dairy,89.4856,1142.5128,629.51,2026-05-28
NCK05,Health and Hygiene,60.8536,1347.5792,997.7,2026-05-29
FDR03,Meat,204.998,5366.348,3637.44,2026-05-30
FDQ03,Meat,238.0248,711.0744,514.52,2026-05-31
FDC59,Starchy Foods,64.2168,1661.8368,1065.15,2026-06-01
DRB13,Soft Drinks,191.153,3415.554,2230.76,2026-06-02
NCE54,Household,73.9354,1655.1788,1072.17,2026-06-03
FDC10,Snack Foods,118.6098,843.5686,576.47,2026-06-04
FDR46,Snack Foods,148.076,146.476,84.65,2026-06-05
FDA10,Snack Foods,121.9072,1347.5792,749.25,2026-06-06
FDP23,Breads,218.2166,3701.1822,2263.59,2026-06-07
FDJ41,Frozen Foods,260.0594,6018.1662,4158.17,2026-06-08
FDL46,Snack Foods,116.5466,1885.5456,1113.17,2026-06-09
FDX33,Snack Foods,158.9578,2246.4092,1538.09,2026-06-10
NCL29,Health and Hygiene,158.8604,4436.8912,3300.97,2026-06-11
